path,title,topic,tier,tier_label,content_form,caution,rationale
breeds/dalmatians.md,Dalmatians,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/dandiedinmontterriers.md,Dandie Dinmont Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/dobermanpinschers.md,Doberman Pinschers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/dogoargentino.md,Dogo Argentino,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/doguedebordeaux.md,Dogue de Bordeaux,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/englishcockerspaniels.md,English Cocker Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/englishsetters.md,English Setters,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/englishshepherds.md,English Shepherds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/englishspringerspaniels.md,English Springer Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/englishtoyspaniels.md,English Toy Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/entlebuchermountaindogs.md,Entlebucher Mountain Dogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/fieldspaniels.md,Field Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/filabrasileiro.md,Fila Brasileiro,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/finnishspitz.md,Finnish Spitz,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/flatcoatedretrievers.md,Flat-Coated Retrievers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/foxterriers.md,Wire & Smooth Fox Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/frenchbulldogs.md,French Bulldogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/germanpinschers.md,German Pinschers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/germanshepherds.md,German Shepherds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/germanshorthairedpointers.md,German Shorthaired Pointers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/germanwirehairedpointers.md,German Wirehaired Pointers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/giantschnauzers.md,Giant Schnauzers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/glenofimaalterriers.md,Glen of Imaal Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/goldenretrievers.md,Golden Retrievers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/gordonsetters.md,Gordon Setters,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/greatdanes.md,Great Danes,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/greaterswissmountaindogs.md,Greater Swiss Mountain Dogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/greatpyrenees.md,Great Pyrenees,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/greyhounds.md,Greyhounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/havanese.md,Havanese,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/ibizanhounds.md,Ibizan Hounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/irishsetters.md,Irish Setters,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/irishterriers.md,Irish Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/irishwaterspaniels.md,Irish Water Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/irishwolfhounds.md,Irish Wolfhounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/italiangreyhounds.md,Italian Greyhounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/jackrussellterriers.md,Jack Russell Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/japanesechin.md,Japanese Chin,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/keeshonds.md,Keeshonds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/kerryblueterriers.md,Kerry Blue Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/komondors.md,Komondors,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/kuvasz.md,Kuvasz,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/labradorretrievers.md,Labrador Retrievers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/lagotto-romagnolo.md,Lagotto Romagnolo,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/lakelandterriers.md,Lakeland Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/leonbergers.md,Leonbergers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/lhasaapsos.md,Lhasa Apsos,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/louisianacatahoulaleoparddogs.md,Louisiana Catahoula Leopard Dogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/lowchen.md,Lowchen,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/maltese.md,Maltese,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/manchesterterriers.md,Manchester Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/mastiffs.md,Old English Mastiffs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/miniaturepinschers.md,Miniature Pinschers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/miniaturepoodles.md,Miniature Poodles,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/miniatureschnauzers.md,Miniature Schnauzers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/mixedbreeddogs.md,Mixed Breed Dogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/neapolitanmastiffs.md,Neapolitan Mastiffs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/newfoundlands.md,Newfoundlands,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/norfolkterriers.md,Norfolk Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/norwegianbuhunds.md,Norwegian Buhunds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/norwegianelkhounds.md,Norwegian Elkhounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/norwegianlundehunds.md,Norwegian Lundehunds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/norwichterriers.md,Norwich Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/novascotiaducktollingretrievers.md,Nova Scotia Duck Tolling Retrievers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/oldenglishsheepdogs.md,Old English Sheepdogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/otterhounds.md,Otterhounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/papillons.md,Papillons,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/pekingese.md,Pekingese,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/pembrokewelshcorgis.md,Pembroke Welsh Corgis,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/petitbassetgriffonvendeen.md,Petit Basset Griffon Vendeen,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/pharaohhounds.md,Pharaoh Hounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/pointers.md,English Pointers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/polishlowlandsheepdogs.md,Polish Lowland Sheepdogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/pomeranians.md,Pomeranians,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/portuguesewaterdogs.md,Portuguese Water Dogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/pugs.md,Pugs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/pulis.md,Pulis,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/ratterriers.md,Rat Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/rhodesianridgebacks.md,Rhodesian Ridgebacks,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/rottweilers.md,Rottweilers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/saintbernards.md,Saint Bernards,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/salukis.md,Salukis,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/samoyeds.md,Samoyeds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/schipperkes.md,Schipperkes,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/scottishdeerhounds.md,Scottish Deerhounds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/scottishterriers.md,Scottish Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/sealyhamterriers.md,Sealyham Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/shelties.md,Shetland Sheepdogs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/shibainu.md,Shiba Inus,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/shihtzu.md,Shih Tzus,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/shilohshepherds.md,Shiloh Shepherds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/siberianhuskies.md,Siberian Huskies,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/silkyterriers.md,Silky Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/skyeterriers.md,Skye Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/sloughis.md,Sloughis,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/softcoatedwheatenterriers.md,Soft-Coated Wheaten Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/spinoneitaliano.md,Spinone Italiano,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/staffordshirebullterriers.md,Staffordshire Bull Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/standardpoodles.md,Standard Poodles,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/standardschnauzers.md,Standard Schnauzers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/sussexspaniels.md,Sussex Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/swedishvallhunds.md,Swedish Vallhunds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/tibetanmastiffs.md,Tibetan Mastiffs,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/tibetanspaniels.md,Tibetan Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/tibetanterriers.md,Tibetan Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/tosainu.md,Tosa Inu,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/toyfoxterriers.md,Toy Fox Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/toypoodles.md,Toy Poodles,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/transylvaniangriffinfinches.md,Transylvanian Griffinfinch,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/vizslas.md,Vizslas,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/weimaraners.md,Weimaraners,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
